"管理用番号","市町村コード","基準地番号・標準地番号(最新年)","地価調査・地価公示の別","用途","所在(市町村名)","所在(大字以降)","所在(住居表示)","経度(世界測地系)","緯度(世界測地系)","平成5年(1993)","平成6年(1994)","平成7年(1995)","平成8年(1996)","平成9年(1997)","平成10年(1998)","平成11年(1999)","平成12年(2000)","平成13年(2001)","平成14年(2002)","平成15年(2003)","平成16年(2004)","平成17年(2005)","平成18年(2006)","平成19年(2007)","平成20年(2008)","平成21年(2009)","平成22年(2010)","平成23年(2011)","平成24年(2012)","平成25年(2013)","平成26年(2014)","平成27年(2015)","平成28年(2016)","平成29年(2017)","経度","緯度","分類"
"47","302015","和歌山(県)5-6","地価調査","商業","和歌山市","広瀬通丁２丁目１番","","135.181","34.2265","614000","540000","445000","374000","322000","286000","260000","230000","202000","180000","167000","155000","143000","140000","139000","137000","135000","131000","129000","126000","124000","124000","124000","124000","124000","135.180857784765","34.2265295366097","平成29年地価調査基準地"
"49","302015","和歌山(県)5-8","地価調査","商業","和歌山市","太田２丁目１３番８","太田２－１３－１２","135.195","34.2321","0","0","650000","552000","475000","400000","345000","310000","290000","270000","248000","220000","205000","198000","198000","200000","197000","195000","193000","187000","186000","186000","187000","188000","189000","135.195007458245","34.2321293849442","平成29年地価調査基準地"
"50","302015","和歌山(県)5-9","地価調査","商業","和歌山市","東長町５丁目３７番","","135.165","34.2254","688000","605000","502000","427000","376000","338000","303000","275000","238000","209000","183000","167000","153000","149000","148000","148000","146000","143000","139000","136000","134000","135000","136000","136000","136000","135.165447823668","34.2253993924899","平成29年地価調査基準地"
"51","302015","和歌山(県)5-10","地価調査","商業","和歌山市","本町３丁目２９番１外","","135.175","34.2353","1100000","1010000","868000","739000","620000","520000","458000","405000","324000","275000","240000","205000","190000","180000","174000","175000","170000","164000","156000","152000","144000","140000","138000","139000","139000","135.174657590753","34.2352994354035","平成29年地価調査基準地"
"55","302015","和歌山(県)5-14","地価調査","商業","和歌山市","美園町５丁目３番６","","135.19","34.2305","1120000","997000","847000","715000","625000","535000","465000","410000","365000","325000","290000","255000","230000","217000","217000","220000","217000","210000","202000","196000","191000","191000","191000","193000","195000","135.189707570979","34.2305194413373","平成29年地価調査基準地"
"56","302015","和歌山(県)5-15*","地価調査","商業","和歌山市","中之島字西垣内６７３番９外","","135.18","34.2396","445000","400000","358000","300000","264000","224000","201000","183000","172000","162000","149000","140000","131000","127000","127000","127000","123000","118000","114000","111000","109000","109000","109000","110000","110000","135.180287486352","34.2395593225029","平成29年地価調査基準地"
"57","302015","和歌山(県)5-16","地価調査","商業","和歌山市","新内字友田５番","","135.184","34.2336","820000","743000","638000","538000","460000","410000","357000","316000","275000","245000","220000","200000","183000","170000","164000","165000","160000","154000","148000","145000","142000","142000","142000","142000","142000","135.184307595633","34.2335494313762","平成29年地価調査基準地"
"59","302015","和歌山(県)5-12","地価調査","商業","和歌山市","次郎丸字塩ノ口８４番４","","135.148","34.2542","0","0","0","0","0","0","0","0","0","126000","117000","108000","99700","94700","91100","91000","89500","85800","82200","80000","77700","76200","75000","73900","73000","135.148028277275","34.2541788759296","平成29年地価調査基準地"
"60","302015","和歌山(県)5-13","地価調査","商業","和歌山市","島橋東ノ丁２６７番８外","島橋東ノ丁１－４７","135.151","34.2436","0","0","0","0","0","0","0","0","0","143000","134000","124000","115000","109000","105000","104000","102000","96900","93000","90500","88100","86300","85200","84200","83300","135.151237835581","34.2436089822667","平成29年地価調査基準地"
"61","302015","和歌山(県)5-17","地価調査","商業","和歌山市","小雑賀３丁目１４０番１６","小雑賀３－５－３１","135.185","34.2111","0","0","0","0","0","0","0","0","0","180000","160000","146000","135000","130000","132000","133000","131000","128000","125000","123000","122000","122000","123000","124000","125000","135.185007949725","34.2110594336417","平成29年地価調査基準地"
"63","302015","和歌山(県)5-3","地価調査","商業","和歌山市","三葛字北向浜３４４番４外","","135.186","34.1934","400000","360000","295000","250000","240000","215000","195000","181000","174000","161000","148000","138000","128000","123000","123000","123000","122000","119000","115000","114000","113000","112000","112000","113000","114000","135.185578092356","34.193349323365","平成29年地価調査基準地"
"65","302015","和歌山(県)9-1","地価調査","工業","和歌山市","宇須４丁目１７８番５","","135.178","34.209","119000","118000","116000","110000","105000","99000","93000","89200","80000","72000","64000","57500","52900","48700","46000","43500","41000","38900","36900","34600","32500","30600","29400","28400","27600","135.17748811152","34.208999334713","平成29年地価調査基準地"
"66","302015","和歌山(県)-35","地価調査","住宅","和歌山市","中筋日延字小柴２６１番","","135.272","34.2722","42000","42000","42000","42000","42000","41500","41000","40500","40100","39500","38800","38100","32400","29300","28000","27000","25500","24500","23000","22000","21600","21300","21100","20900","20600","135.27195564285","34.2721485317102","平成29年地価調査基準地"
"67","302015","和歌山(県)-24","地価調査","住宅","和歌山市","田屋字辻堂４７３番","","135.227","34.2581","49500","49500","49500","49500","49000","48500","48500","48000","47500","46800","42200","39000","34400","33500","32700","31900","31000","30200","29300","28700","28100","27800","27500","26700","26300","135.227306420349","34.2580785076299","平成29年地価調査基準地"
"68","302015","和歌山(県)-32","地価調査","住宅","和歌山市","朝日字荒毛１番２","","135.221","34.1915","55300","55300","55000","55000","55000","55000","55000","54300","53500","52700","49900","47500","44500","42300","41800","41000","38200","36000","33500","31200","29100","27500","26500","25700","25200","135.220907643129","34.1915292674625","平成29年地価調査基準地"
"70","302023","海南(県)-1","地価調査","住宅","海南市","黒江字室山１番６０","","135.209","34.1698","143000","143000","140000","139000","138000","137000","134000","131000","127000","121000","112000","104000","96000","89000","84500","81500","78500","75300","72300","70000","67500","65300","63200","61400","60200","135.208508327973","34.1697887481361","平成29年地価調査基準地"
"71","302023","海南(県)-2","地価調査","住宅","海南市","日方字新濵１２７２番６３","","135.208","34.1569","167000","167000","163000","160000","158000","156000","153000","149000","144000","137000","127000","118000","109000","101000","95000","91800","88500","85000","79900","75100","70500","67000","64300","62000","60700","135.207808659179","34.1569082761365","平成29年地価調査基準地"
"72","302023","海南(県)-3*","地価調査","住宅","海南市","大野中字井田前４７４番５８","","135.222","34.154","132000","132000","132000","132000","131000","131000","131000","130000","126000","121000","113000","106000","98500","93000","90100","88100","85500","82600","82100","80000","78800","78400","78000","76900","76300","135.221688871794","34.1539880804036","平成29年地価調査基準地"
"73","302023","海南(県)-4","地価調査","住宅","海南市","名高字赤倉３６９番１","","135.213","34.1504","98600","98600","97000","96000","96000","96000","95000","94000","93000","87500","82000","77000","71600","66600","63500","60800","58400","56000","50400","48400","46400","44500","42800","41200","40200","135.21341888026","34.1503380169935","平成29年地価調査基準地"
"74","302023","海南(県)-5","地価調査","住宅","海南市","阪井字高畑ヶ１５４６番３","","135.272","34.1597","64000","64000","63500","63000","63000","62700","62300","61600","60900","58300","55500","52900","49700","47000","45300","43700","42500","41000","39700","38300","38000","37800","37300","37000","36800","135.272477955312","34.1597083111176","平成29年地価調査基準地"
"75","302023","海南(県)-6","地価調査","住宅","海南市","井田字大坪１５３番４","","135.223","34.1595","115000","115000","115000","114000","113000","112000","111000","109000","106000","102000","95000","88500","81500","76000","72300","70300","68700","66500","65300","63600","62900","61000","59400","58000","56700","135.223118741117","34.1594582477964","平成29年地価調査基準地"
"76","302023","海南(県)-7","地価調査","住宅","海南市","原野字東原ノ代３５２番１","","135.298","34.1824","0","0","0","0","0","0","0","0","0","0","0","26900","25300","24000","23100","22300","21700","21100","20500","19800","19400","19000","18500","18100","17800","135.297937584594","34.1823690654426","平成29年地価調査基準地"
"78","302023","海南(県)-9","地価調査","住宅","海南市","下津町中字横手６７番１","","135.177","34.1255","48700","48700","48700","48700","48700","48700","48400","48200","48000","47000","45000","43300","41700","40200","38900","37800","36600","35400","34000","32600","31300","30500","29800","29100","28500","135.177459420872","34.125467941008","平成29年地価調査基準地"
"79","302023","海南(県)-10","地価調査","住宅","海南市","下津町上字宮ノ前７４０番","","135.164","34.1085","0","45000","45000","45000","45000","45000","44700","44500","44300","43000","41300","40100","39000","37900","36900","35800","34600","33300","32000","30700","29500","28800","28100","27500","27000","135.16388954368","34.1084577669877","平成29年地価調査基準地"
"80","302023","海南(県)-8","地価調査","住宅","海南市","下津町丸田字佃１２８番４","","135.157","34.1272","93000","92000","91800","91300","90800","90400","89000","88000","87000","84500","81000","77700","74500","69500","66300","63900","61600","59400","57000","55300","53500","51800","50200","48700","47300","135.157099302784","34.1271980803468","平成29年地価調査基準地"
"82","302023","海南(県)5-2","地価調査","商業","海南市","船尾字東濱１８６番５６","","135.207","34.1584","0","0","240000","235000","226000","215000","202000","190000","175000","158000","140000","129000","119000","110000","104000","99300","95200","91000","81000","73700","70000","69200","67600","66000","64700","135.207338609743","34.158408334186","平成29年地価調査基準地"
"83","302023","海南(県)9-2","地価調査","工業","海南市","岡田字クツリ２２３番２６","","135.22","34.1737","81000","81000","79500","79000","78500","78300","76500","75000","71200","67000","61000","56800","52800","49500","47500","46000","44600","42700","40500","38300","36300","35800","34000","32500","31200","135.220228252109","34.1736588328705","平成29年地価調査基準地"
"84","302023","海南(県)9-1","地価調査","工業","海南市","日方字新濵１２９４番２１","","135.202","34.1532","85000","85000","82000","78500","75500","72000","69000","67000","65200","62400","57000","53000","49000","45500","43300","41800","38500","35400","32500","29800","27300","25200","23800","22900","22300","135.202268737677","34.153168184955","平成29年地価調査基準地"
"85","302031","橋本(県)-1","地価調査","住宅","橋本市","隅田町中島字野元３２２番４","","135.646","34.3314","80800","80800","80000","79500","79000","77500","75500","74000","69500","65000","59000","54000","49000","45200","43000","42100","40700","38700","37000","35000","33000","31800","30800","29900","29000","135.645786351483","34.3313929887206","平成29年地価調査基準地"
"86","302031","橋本(県)-2","地価調査","住宅","橋本市","胡麻生字向山６９３番１２","","135.611","34.3393","0","0","0","0","0","0","100000","96000","88000","78000","68000","61500","55000","51100","48800","48300","46500","44000","41800","40200","38400","37100","36000","35000","34300","135.611186145621","34.3393025714043","平成29年地価調査基準地"
"87","302031","橋本(県)-3","地価調査","住宅","橋本市","小峰台１丁目１９番１７","","135.624","34.3506","0","101000","100000","99000","98500","97500","92000","88000","81000","71000","61500","55800","50200","47700","46100","45600","44000","42000","40100","38500","37100","36000","35000","34100","33400","135.623646088329","34.350622784601","平成29年地価調査基準地"
"88","302031","橋本(県)-4","地価調査","住宅","橋本市","高野口町大野字上知山８２４番１２内","","135.554","34.3088","67500","67500","67500","66500","65200","64500","61000","59000","56500","51000","47000","44000","41000","39000","37600","36800","35500","33500","31500","29500","27600","26500","25700","25000","24300","135.554006032892","34.3087421002226","平成29年地価調査基準地"
"89","302031","橋本(県)-5","地価調査","住宅","橋本市","三石台３丁目９番２","","135.601","34.3563","159000","159000","156000","152000","148000","145000","140000","133000","121000","110000","97000","91000","81000","78200","78200","78200","77000","74600","71600","70500","69700","69000","68500","68200","68000","135.60054597677","34.3562727067416","平成29年地価調査基準地"
"90","302031","橋本(県)-6*","地価調査","住宅","橋本市","古佐田３丁目５４４番３","古佐田３－９－１２","135.616","34.3204","0","0","0","0","0","0","0","0","76600","71000","64000","60000","56000","52600","52000","52000","50500","48000","45900","43800","40800","39400","38100","37000","36200","135.615776477416","34.3204225719344","平成29年地価調査基準地"
"91","302031","橋本(県)-7","地価調査","住宅","橋本市","南馬場字西ヶ瀬９０４番１９","","135.588","34.3031","0","0","85000","84500","84000","82000","79500","77200","70000","65000","58700","54500","49700","46200","45000","44500","43000","41000","39000","37100","35000","33800","33100","32500","32000","135.587956314223","34.3031324076189","平成29年地価調査基準地"
"92","302031","橋本(県)-8","地価調査","住宅","橋本市","出塔字寺前７５番４","","135.585","34.3271","43000","43000","43000","43000","43000","43000","42500","42000","41000","40000","37800","36500","34800","33400","32500","32200","31200","29700","28200","26800","25200","23700","23000","22300","21800","135.584626387723","34.3270925629403","平成29年地価調査基準地"
"94","302031","橋本(県)-10","地価調査","住宅","橋本市","高野口町名古曽字竹鼻８２３番３","","135.562","34.305","87000","87000","86000","85000","83500","82000","79000","76200","72500","68000","61000","56000","50500","44400","43000","42000","40500","38500","36500","34600","32600","31400","30600","29900","29300","135.561895883111","34.3050220946625","平成29年地価調査基準地"
"96","302031","橋本(県)3-1","地価調査","宅見","橋本市","隅田町芋生字鳥井戸２７番３","","135.65","34.3286","0","0","0","0","0","35000","34000","33000","30300","28000","25000","22000","20000","18200","17000","16500","15600","14700","13800","13100","12500","12000","11500","11100","10700","135.649856376909","34.3286130910517","平成29年地価調査基準地"
"97","302031","橋本(県)5-1","地価調査","商業","橋本市","東家６丁目３３８番５","東家６－１－１","135.605","34.3141","0","0","0","0","0","0","0","0","0","0","0","162000","147000","134000","127000","124000","120000","114000","108000","102000","97100","94000","91400","89100","87100","135.605056619774","34.3140625556347","平成29年地価調査基準地"
"98","302031","橋本(県)5-2","地価調査","商業","橋本市","隅田町中島字宮ノ前１１９番６","","135.648","34.329","147000","147000","141000","138000","135000","129000","122000","116000","108000","99000","89500","80600","72600","68200","66000","65000","62500","59000","55500","52200","51200","50700","50000","49500","49000","135.648306363863","34.3290030554951","平成29年地価調査基準地"
"99","302031","橋本(県)5-3","地価調査","商業","橋本市","高野口町名倉字東大木芝１７９番１","","135.556","34.3029","210000","205000","196000","190000","185000","175000","165000","156000","141000","123000","108000","93000","79000","66500","63500","62200","60000","57000","53600","50400","47300","45400","44000","42700","41500","135.555526062661","34.3028520676503","平成29年地価調査基準地"
"100","302031","橋本(県)9-1","地価調査","工業","橋本市","神野々字西石畑１１８２番外","","135.578","34.302","75000","74300","72000","71000","70600","67500","65000","62500","58000","54500","49000","45000","40500","36400","33800","33000","31700","30000","28200","27300","26400","25800","25300","24900","24600","135.578345883607","34.3019922197169","平成29年地価調査基準地"
"101","302040","有田(県)-1","地価調査","住宅","有田市","辻堂字中筋５７４番１","","135.147","34.0754","75000","75000","75000","75000","75000","74500","72500","71000","69300","66600","63900","61500","59300","57300","56400","55000","52800","50400","47900","46000","42500","40700","40000","39600","39300","135.146969100379","34.0754371254759","平成29年地価調査基準地"
"102","302040","有田(県)-2","地価調査","住宅","有田市","糸我町中番字上高井３４６番４","","135.174","34.0684","52000","52000","52000","52000","52000","52000","51500","51000","50500","49500","48500","46600","45000","43500","42600","41300","39200","37200","35200","34000","32000","30700","29500","28900","28500","135.174409518588","34.0683567508537","平成29年地価調査基準地"
"103","302040","有田(県)-3","地価調査","住宅","有田市","宮原町滝川原字神上２９番５","","135.172","34.0813","65500","65500","65500","65500","65500","65500","64500","63700","62600","61300","60100","58000","56000","54000","52900","51300","48700","46200","43000","40500","38700","37500","36000","34700","33700","135.171559426971","34.0812471714692","平成29年地価調査基準地"
"104","302040","有田(県)-4","地価調査","住宅","有田市","港町字葭原７９３番４６","","135.104","34.0876","64000","64000","64000","64000","64000","63500","62500","61500","60200","58700","57200","55800","53600","51500","50500","49100","47100","44800","42600","40000","38000","36100","34000","31900","30000","135.103808243292","34.0875671974441","平成29年地価調査基準地"
"105","302040","有田(県)5-1","地価調査","商業","有田市","箕島字川田２０番５","","135.122","34.0838","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84200","76500","68800","64000","60000","55900","53000","50600","48800","135.122468623355","34.0838372513563","平成29年地価調査基準地"
"106","302040","有田(県)9-1","地価調査","工業","有田市","新堂字天神２０８番１","","135.135","34.0842","140000","135000","132000","130000","128000","126000","121000","117000","113000","108000","102000","96000","90000","84000","81900","78600","73900","68700","62500","56300","51200","47900","44800","41500","40000","135.135238909788","34.0841373179358","平成29年地価調査基準地"
"107","302058","御坊(県)-1","地価調査","住宅","御坊市","名田町野島字前畑１５７６番外","","135.171","33.8434","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32200","31000","29900","28700","27600","26700","25800","25100","24500","24000","135.171473115983","33.8433354700649","平成29年地価調査基準地"
"109","302058","御坊(県)-3","地価調査","住宅","御坊市","塩屋町北塩屋字峠６３６番４","","135.164","33.877","47500","47500","47500","47300","47300","47300","47100","47000","46900","46500","46000","45300","44500","43500","42400","41400","39500","37500","35500","33700","32100","30700","29500","28800","28200","135.163932583155","33.8770350153594","平成29年地価調査基準地"
"110","302058","御坊(県)-4","地価調査","住宅","御坊市","藤田町吉田字砂窪２８４番１０","","135.169","33.9043","0","57000","57000","56400","56300","56200","56000","56000","55900","54800","53600","52400","51000","49400","47500","46000","43500","41100","38600","36600","34800","33400","32200","31200","30500","135.168561718548","33.9042950009247","平成29年地価調査基準地"
"111","302058","御坊(県)-2","地価調査","住宅","御坊市","湯川町財部字薮田５０４番１外","","135.151","33.9014","71000","71000","71000","70200","70000","69700","68800","68300","67900","66800","65400","64000","61800","59300","56600","54500","51000","47700","44200","41800","39700","38100","36900","35800","35000","135.151011807724","33.9014151065208","平成29年地価調査基準地"
"112","302058","御坊(県)5-1","地価調査","商業","御坊市","薗字野田９７番１外","","135.153","33.896","169000","163000","158000","154000","151000","148000","141000","135000","130000","125000","117000","110000","104000","97600","88000","82700","77700","73000","67000","62500","58800","56000","53500","51700","50500","135.153221911161","33.8960051130767","平成29年地価調査基準地"
"113","302058","御坊(県)9-1","地価調査","工業","御坊市","名屋字川端１７６番４","","135.155","33.8815","71400","71400","70500","69800","69500","69300","68000","67500","67000","65500","61500","57800","53100","48700","43500","40000","35000","32300","29000","26500","25000","23700","22600","21800","21000","135.155492444695","33.8815350034599","平成29年地価調査基準地"
"114","302066","田辺(県)-1","地価調査","住宅","田辺市","東山２丁目８２６番８８","東山２－２１－１８","135.394","33.7236","0","0","0","0","0","0","0","0","0","0","80000","77600","74500","72600","70800","69100","67000","64500","61900","59000","57600","57600","57600","57600","58000","135.394275787196","33.7235867004126","平成29年地価調査基準地"
"116","302066","田辺(県)-3","地価調査","住宅","田辺市","明洋２丁目３９８１番５４","明洋２－６－１８","135.362","33.7419","77000","77000","77000","77000","77000","76000","72800","68500","66500","63900","61200","58500","55900","54000","52200","50600","48800","47200","45300","43500","42700","46000","47000","48500","50000","135.361764896003","33.7419067244834","平成29年地価調査基準地"
"117","302066","田辺(県)-4","地価調査","住宅","田辺市","上屋敷２丁目１１６番３２","上屋敷２－１１－５２","135.376","33.7294","170000","170000","165000","160000","158000","154000","147000","138000","134000","128000","120000","111000","101000","94000","88000","82700","77300","72000","67700","62500","58000","55000","53000","51500","50400","135.376225498143","33.7294065919355","平成29年地価調査基準地"
"118","302066","田辺(県)-5","地価調査","住宅","田辺市","新庄町字名喜里１９２１番３外","","135.404","33.7157","84700","84700","84000","83600","83000","81800","78500","73800","71600","68600","65700","62600","59100","57600","55000","53000","51000","49000","46000","43300","41000","39500","38000","36600","35500","135.404386012861","33.7156867251177","平成29年地価調査基準地"
"120","302066","田辺(県)-7*","地価調査","住宅","田辺市","南新万１１２５番６４","南新万２－６","135.393","33.731","0","110000","112000","114000","115000","115000","113000","110000","107000","103000","102000","100000","98800","95800","92900","89500","86000","82100","78300","78300","82000","90800","99800","104000","106000","135.392945575172","33.7309767787085","平成29年地価調査基準地"
"122","302066","田辺(県)-9","地価調査","住宅","田辺市","中芳養字嶋之谷１７５７番","","135.353","33.7784","30000","30000","30000","30000","30000","30000","29400","29000","28500","28000","27500","26900","26300","25700","25200","24500","23800","22800","21700","20600","20000","19500","19000","18500","18200","135.353123590509","33.7783673730925","平成29年地価調査基準地"
"123","302066","田辺(県)-10","地価調査","住宅","田辺市","龍神村東字丹生平３９１番１","","135.493","33.8896","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11000","10800","10600","10500","10300","10200","10100","10000","9880","135.49295139706","33.889629657663","平成29年地価調査基準地"
"125","302066","田辺(県)-12","地価調査","住宅","田辺市","龍神村福井字中家１５０番１","","135.439","33.8886","0","0","0","10300","10300","10300","10300","10300","10300","10300","10200","10100","10000","9900","9700","9500","9400","9300","8690","8600","8510","8430","8350","8300","8240","135.438732043883","33.8885588334063","平成29年地価調査基準地"
"126","302066","田辺(県)-13","地価調査","住宅","田辺市","中辺路町栗栖川字神田３３８番３","","135.517","33.79","0","0","0","0","0","0","0","0","0","0","27000","26000","25000","24100","23000","22000","21400","20800","20000","19300","18700","18300","18000","17800","17500","135.517364796455","33.7900294625198","平成29年地価調査基準地"
"127","302066","田辺(県)-14","地価調査","住宅","田辺市","本宮町伏拝字日浦１０２１番４","","135.758","33.8679","17700","17700","17700","17700","17700","17500","17300","17300","16900","16700","16500","16100","15900","15500","15000","14500","14000","13500","13000","12300","11900","11500","11200","11000","10700","135.758156285653","33.8679019877037","平成29年地価調査基準地"
"128","302066","田辺(県)-6","地価調査","住宅","田辺市","中辺路町近露字北野９４７番","","135.608","33.8149","0","0","0","0","14000","13800","13000","12800","12600","12200","11800","11300","10800","10300","10000","9700","9500","9300","9000","8690","8400","8250","8250","8220","8190","135.607595992194","33.8148609843816","平成29年地価調査基準地"
"129","302066","田辺(県)-8","地価調査","住宅","田辺市","鮎川字下附５１９番１３","","135.481","33.7273","0","0","0","0","0","0","0","0","0","28000","27700","27200","26700","26200","25700","25000","24300","23400","22400","21300","20400","19900","19500","19200","18900","135.481456476754","33.7272480074991","平成29年地価調査基準地"
"133","302066","田辺(県)5-2","地価調査","商業","田辺市","上の山２丁目１１４９番１１","上の山２－１５－１９","135.363","33.7349","120000","120000","119000","118000","118000","116000","108000","101000","97000","91000","85200","81000","77000","73400","70800","67000","63300","59500","55500","51700","49500","47800","46800","46000","45500","135.362525099042","33.7349366604004","平成29年地価調査基準地"
"134","302066","田辺(県)5-3","地価調査","商業","田辺市","宝来町８１４番２","宝来町１４－２４","135.388","33.7322","0","0","0","0","0","0","0","0","0","175000","156000","141000","128000","119000","112000","103000","92700","85300","78500","75400","73800","73500","73300","73200","73100","135.388325522219","33.7321567170531","平成29年地価調査基準地"
"137","302074","新宮(県)-1","地価調査","住宅","新宮市","池田２丁目１番１１","池田２－１－１０","135.995","33.7282","121000","121000","120000","120000","120000","117000","113000","106000","100000","96000","91500","88000","85000","81700","78800","76200","73600","71000","66000","61300","58300","56100","54500","52900","51400","135.995460076834","33.7281535402909","平成29年地価調査基準地"
"138","302074","新宮(県)-2","地価調査","住宅","新宮市","橋本２丁目３９３９番１０","橋本２－１２－１９","135.99","33.7158","80000","80000","80000","80000","80000","79000","78200","75900","74500","73500","72400","70900","69600","67100","65000","63000","60600","58800","54500","50600","48000","46800","45800","44900","44100","135.990050402176","33.715833276516","平成29年地価調査基準地"
"139","302074","新宮(県)-3","地価調査","住宅","新宮市","佐野１丁目１３９番２外","佐野１－６－１７","135.975","33.6821","68700","68700","68700","68700","68700","68000","67500","65600","64400","63400","62300","61000","59900","58400","57000","55900","54100","52400","51000","48200","46700","45800","44800","43900","43100","135.975340808619","33.6820623642033","平成29年地価調査基準地"
"140","302074","新宮(県)-4","地価調査","住宅","新宮市","新宮字松山４６４３番７４","","135.996","33.7126","61600","61600","61600","61600","61600","61000","60400","59800","59200","58600","57500","56500","55700","55100","54000","53000","51300","49800","47000","46500","46500","46500","46500","46500","46500","135.995740578987","33.7126434650171","平成29年地価調査基準地"
"141","302074","新宮(県)-5","地価調査","住宅","新宮市","熊野川町西敷屋字内ノ井９７２番２外","","135.807","33.8485","10500","10300","10300","10300","10300","10100","10100","10100","9900","9800","9600","9300","9100","8900","8600","8300","8100","7800","7400","6800","6300","6100","5900","5710","5550","135.807247249205","33.8484521020337","平成29年地価調査基準地"
"143","302074","新宮(県)5-1","地価調査","商業","新宮市","神倉２丁目１４１３番１","","135.987","33.7232","230000","228000","226000","224000","220000","213000","205000","190000","181000","170000","155000","145000","137000","126000","116000","111000","104000","99700","88000","78000","73700","71500","70500","69500","68600","135.986740122262","33.7232131672091","平成29年地価調査基準地"
"144","302074","新宮(県)5-2","地価調査","商業","新宮市","新宮字上熊野７６４７番１","","135.992","33.7272","270000","270000","268000","266000","260000","251000","241000","212000","192000","180000","164000","150000","140000","127000","116000","110000","102000","96300","86500","77300","72700","70100","67500","65400","63600","135.992390061719","33.7272334005046","平成29年地価調査基準地"
"147","302082","紀の川(県)-1","地価調査","住宅","紀の川市","窪字小田４３番４１","","135.375","34.2569","77500","77500","75000","72000","70000","68000","65000","62500","58900","54400","50000","45500","41000","39000","37000","35300","33200","31100","29000","28000","27000","26000","26000","26000","26000","135.375237347348","34.2569100887343","平成29年地価調査基準地"
"148","302082","紀の川(県)-2","地価調査","住宅","紀の川市","中三谷字西大道下８９番１外","","135.341","34.2736","46600","46600","46600","45400","44700","44500","42500","41300","40000","38200","35900","33500","30800","29600","28500","27600","25700","24100","22500","21800","21000","20400","20000","19600","19200","135.341417288074","34.2735797672495","平成29年地価調査基準地"
"149","302082","紀の川(県)-3","地価調査","住宅","紀の川市","花野字宮脇９２番３０","","135.358","34.259","94000","94000","91000","87000","85000","82500","77000","72500","67800","62600","57300","53300","49000","46100","44300","42700","40000","37600","35500","34700","33500","32200","31500","31000","30500","135.357497501491","34.2589498994714","平成29年地価調査基準地"
"150","302082","紀の川(県)-4","地価調査","住宅","紀の川市","東国分字上川３５３番４０","","135.345","34.2678","84000","84000","81500","78000","77000","75000","71000","68500","63800","59000","54100","49400","44700","42400","40100","38100","35800","33600","31500","30800","30000","28800","28100","27700","27400","135.34498741408","34.2677498920036","平成29年地価調査基準地"
"152","302082","紀の川(県)-6","地価調査","住宅","紀の川市","貴志川町長山字荒子谷２７７番７５８","","135.288","34.211","90000","90000","89500","85000","82500","79600","71700","66900","62900","58000","53700","49200","45000","42000","39000","36700","34600","31300","29900","29000","28100","27300","26600","26000","25500","135.288436984549","34.2109494795647","平成29年地価調査基準地"
"153","302082","紀の川(県)-7","地価調査","住宅","紀の川市","野上字八屋窪１０６番１外","","135.429","34.2908","0","0","39000","38700","38500","38100","37400","36800","35500","34000","32000","29900","27800","27000","26000","24800","23100","21500","20200","18900","18000","17200","16500","15900","15600","135.429086890463","34.2908405924856","平成29年地価調査基準地"
"154","302082","紀の川(県)-8","地価調査","住宅","紀の川市","粉河字上打田１３７９番１６","","135.399","34.2737","0","92000","91000","90000","89400","86000","78400","73800","69300","63800","58000","53000","47900","45200","43500","41800","39200","36500","34300","32600","31000","29800","28800","28000","27700","135.398996728584","34.273680740091","平成29年地価調査基準地"
"155","302082","紀の川(県)-9","地価調査","住宅","紀の川市","上田井字レイ(ヨ＋大)佛５０１番５５","","135.387","34.272","66800","66800","66800","66500","66300","66000","62700","60000","56300","52400","48200","44200","40200","37800","36000","34400","32300","30300","28200","26700","25500","24500","24000","23700","23400","135.387176870048","34.2719704865918","平成29年地価調査基準地"
"156","302082","紀の川(県)-10","地価調査","住宅","紀の川市","名手西野字杉ノ森２７１番２","","135.435","34.2713","59500","59500","59500","59000","58500","57700","53700","51500","48600","45500","41900","38600","35700","33700","32400","31000","29100","27200","25300","23600","22000","20900","20500","20000","19800","135.434937011263","34.2712508615065","平成29年地価調査基準地"
"157","302082","紀の川(県)-11","地価調査","住宅","紀の川市","貴志川町井ノ口字中ノ場２６１番２","","135.319","34.208","51000","51000","50500","49500","49500","48500","46500","44600","43000","41200","38300","35600","33100","31500","30300","28700","27300","25500","23600","22300","21100","19900","18800","18100","17600","135.318607526582","34.2080294881821","平成29年地価調査基準地"
"158","302082","紀の川(県)-12","地価調査","住宅","紀の川市","北涌字木ノ下４４１番９","","135.443","34.2661","0","0","0","0","0","0","0","0","0","0","0","19000","18000","17000","16000","15200","14400","13400","12500","11700","11400","11100","11100","11100","11100","135.442687357179","34.266080729739","平成29年地価調査基準地"
"159","302082","紀の川(県)-13","地価調査","住宅","紀の川市","桃山町調月字北上ノ台８３２番３","","135.34","34.228","0","65000","65000","64400","63900","62400","60000","58500","56000","52800","48800","44800","41200","39000","37200","35500","33700","30500","29100","27000","25100","23700","22700","21700","20900","135.339687929735","34.2279798634185","平成29年地価調査基準地"
