"管理用番号","市町村コード","基準地番号・標準地番号(最新年)","地価調査・地価公示の別","用途","所在(市町村名)","所在(大字以降)","所在(住居表示)","経度(世界測地系)","緯度(世界測地系)","平成5年(1993)","平成6年(1994)","平成7年(1995)","平成8年(1996)","平成9年(1997)","平成10年(1998)","平成11年(1999)","平成12年(2000)","平成13年(2001)","平成14年(2002)","平成15年(2003)","平成16年(2004)","平成17年(2005)","平成18年(2006)","平成19年(2007)","平成20年(2008)","平成21年(2009)","平成22年(2010)","平成23年(2011)","平成24年(2012)","平成25年(2013)","平成26年(2014)","平成27年(2015)","平成28年(2016)","平成29年(2017)","経度","緯度","分類"
"289","303666","和歌山(林)-3","地価調査","林地","有田川町","大字糸川字岩原８７７番外","","135.267","34.0379","248000","248000","248000","245000","240000","225000","214000","203000","193000","183000","170000","160000","144000","130000","117000","105000","94000","83000","73000","64200","56600","49800","45000","41500","38600","135.267289751238","34.0378453058152","平成29年地価調査基準地"
"290","304247","和歌山(林)-4","地価調査","林地","古座川町","小川字長７５４番１","","135.762","33.5985","38500","38500","38500","38000","37000","36000","35000","34000","33000","30000","27000","25000","22000","19000","17500","16000","14500","13000","11700","10500","10000","9850","9800","9750","9650","135.762000881555","33.5985001611714","平成29年地価調査基準地"
"292","302015","和歌山(県)5-11","地価調査","商業","和歌山市","北野字古屋４０９番２外","","135.247","34.2691","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69000","67000","62600","58500","55500","53600","53500","53400","135.247236072817","34.2690682478335","平成29年地価調査基準地"
"293","303437","九度山(県)-1","地価調査","住宅","九度山町","大字九度山字東山６６３番２外","","135.57","34.2846","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29200","28000","26800","25200","24000","23100","22200","21400","135.569556635581","34.2845823537511","平成29年地価調査基準地"
"294","303917","みなべ(県)5-1","地価調査","商業","みなべ町","北道字新町通り２５８番１","","135.321","33.7681","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54500","52000","49500","47000","45100","43000","41000","39800","135.320743768108","33.7680865824763","平成29年地価調査基準地"
"295","302015","和歌山(県)-33*","地価調査","住宅","和歌山市","西庄字清田２５１番１１","","135.12","34.2594","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53500","51000","48600","47000","47000","46700","46400","135.119548512737","34.2594185935532","平成29年地価調査基準地"
"296","302023","海南(県)5-1","地価調査","商業","海南市","船尾字居村濱１５４番１０","","135.203","34.1611","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","72000","70000","66500","64300","62700","61500","60500","135.202968487795","34.1610384452391","平成29年地価調査基準地"
"297","302015","和歌山(県)-22","地価調査","住宅","和歌山市","中字枇杷谷５８３番４１","","135.147","34.2705","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61100","63400","68800","74000","75800","76200","135.147197902877","34.2704486263817","平成29年地価調査基準地"
"298","302015","和歌山(県)5-7","地価調査","商業","和歌山市","川辺字神ノ木１９３番１外","","135.265","34.2602","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48300","47000","46400","46400","46500","46500","135.265306234022","34.2601485310816","平成29年地価調査基準地"
"300","302082","紀の川(県)5-3","地価調査","商業","紀の川市","名手市場字丹過６４番１","","135.434","34.2737","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38000","35500","33800","32200","30800","30000","135.433686979853","34.2736808377869","平成29年地価調査基準地"
"301","303925","日高川(県)5-1","地価調査","商業","日高川町","大字小熊字大板２４０７番１０","","135.186","33.9109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34500","32800","32000","31400","31000","30500","135.186041579566","33.910854873266","平成29年地価調査基準地"
"302","302015","和歌山(県)-28","地価調査","住宅","和歌山市","吹上４丁目６番１０","吹上４－２－３６","135.172","34.2159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","172000","177000","186000","190000","193000","135.171488063976","34.2159393935676","平成29年地価調査基準地"
"303","302066","田辺(県)-2","地価調査","住宅","田辺市","上秋津字中代１９８９番１８","","135.406","33.756","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53000","52000","51800","51600","51600","135.406425034827","33.7559973617717","平成29年地価調査基準地"
"304","302066","田辺(県)5-1","地価調査","商業","田辺市","下万呂字裏代３６３番１外","","135.395","33.7378","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87000","85000","84500","84300","84100","135.395335411496","33.7378069230602","平成29年地価調査基準地"
"305","302066","田辺(県)9-1","地価調査","工業","田辺市","下三栖字岩屋谷１４７５番９７外","","135.421","33.7265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15400","14500","14000","13600","13400","135.421415702396","33.7264372630064","平成29年地価調査基準地"
"306","302074","新宮(県)9-1","地価調査","工業","新宮市","あけぼの５５３２番１３８外","あけぼの５－５３","136.007","33.7244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20000","19300","18700","18200","17800","136.006570226426","33.7243638357348","平成29年地価調査基準地"
"307","303666","有田川(県)5-2","地価調査","商業","有田川町","大字天満字東風垣内町２９１番１外","","135.206","34.0574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63900","63200","63200","63200","62600","135.20568018185","34.0573657545963","平成29年地価調査基準地"
"308","304280","串本(県)-4","地価調査","住宅","串本町","上野山２１８番","","135.834","33.5173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22900","24000","24500","25000","25300","135.833522131388","33.5173306433628","平成29年地価調査基準地"
"309","302015","和歌山(県)-13","地価調査","住宅","和歌山市","大谷字雨谷８３１番７７","","135.178","34.2627","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45900","45300","45500","45500","135.17758727598","34.2626787518525","平成29年地価調査基準地"
"310","303411","かつらぎ(県)-3","地価調査","住宅","かつらぎ町","大字笠田東字前田４４６番１３","","135.478","34.2865","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22000","21500","21000","20600","135.477607052155","34.2865310052754","平成29年地価調査基準地"
"311","303623","広川(県)-1","地価調査","住宅","広川町","大字広字中ノ町１２１４番１","","135.172","34.0251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25300","24600","23600","22700","135.171530258001","34.0250454782839","平成29年地価調査基準地"
"312","304018","白浜(県)-1","地価調査","住宅","白浜町","栄字小山２４３番１１外","","135.393","33.6544","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30000","29400","29000","28600","135.393177894247","33.654385826139","平成29年地価調査基準地"
"313","302015","和歌山(県)9-2","地価調査","工業","和歌山市","西浜字中川向ノ坪１６６０番７７外","","135.152","34.205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25000","24500","24000","135.151758242278","34.2049490021752","平成29年地価調査基準地"
"314","302031","橋本(県)-9","地価調査","住宅","橋本市","恋野字中切２２９６番１","","135.66","34.3227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15500","15300","15000","135.66019648146","34.3227033432576","平成29年地価調査基準地"
"315","302091","岩出(県)-1","地価調査","住宅","岩出市","山崎字東口５２番６５","","135.321","34.2456","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26900","26300","25700","135.321017234284","34.2455498663455","平成29年地価調査基準地"
"316","303046","紀美野(県)5-1","地価調査","商業","紀美野町","小畑字寺東４８５番２外","","135.3","34.1654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33300","32800","32400","135.300017928076","34.1653587731929","平成29年地価調査基準地"
"317","302015","和歌山(県)-11","地価調査","住宅","和歌山市","関戸１丁目８３番１０","関戸１－３－３","135.168","34.2001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","110000","110000","135.168479291368","34.2000781748683","平成29年地価調査基準地"
"318","302015","和歌山(県)3-1","地価調査","宅見","和歌山市","楠見中字北川２８０番","","135.177","34.2561","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14100","14000","135.176731348947","34.2561372166146","平成29年地価調査基準地"
"319","302074","新宮(県)5-3","地価調査","商業","新宮市","佐野字根地原９７５番５外","","135.971","33.6843","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44500","44500","135.971222729645","33.6842513808697","平成29年地価調査基準地"
"320","303615","湯浅(県)-3","地価調査","住宅","湯浅町","大字山田字岩ノ谷１０番１２","","135.195","34.0318","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31400","31200","135.195478557512","34.0317942061728","平成29年地価調査基準地"
"321","303666","有田川(県)-1","地価調査","住宅","有田川町","大字下津野字中吉１７２０番２","","135.219","34.0609","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37800","36300","135.219229253774","34.0609137054452","平成29年地価調査基準地"
"322","302066","田辺(県)-11","地価調査","住宅","田辺市","下川下字宮平９５９番","","135.584","33.7418","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4350","135.584161074865","33.741788369791","平成29年地価調査基準地"
"323","304247","古座川(県)-3","地価調査","住宅","古座川町","高池字宮之下モ１８７番１","","135.821","33.5264","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21200","135.82079704438","33.5263654067185","平成29年地価調査基準地"
"324","302066","和歌山(林)-2","地価調査","林地","田辺市","龍神村甲斐ノ川字玉谷１２９１番１","","135.437","33.9068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10300","135.436625576314","33.906816594088","平成29年地価調査基準地"
